id,spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A2,A3,DT
a0152754,2152754,152754 (1999 GS6),152754,,,Y,Y,19.1,,,,,,,0.414,,0.216,,,,,,,,,0.077,JPL 78,2459000.5,59000,20200531.0000000,J2000,0.4974935650969240,1.191198207773580,0.5985847646512330,2.020520279424000,314.4470721247020,134.9376005457440,150.4279234191130,1.783811650895920,0.7581026712327910,2458802.073152120000,20191114.5731521,474.8697157531250,1.30012242505989,0.0189009,7.355663253,3.44199,5.198,2.5367E-08,1.4488E-09,3.0578E-08,3.6004E-06,7.6175E-05,7.7518E-05,1.1196E-05,2.1695E-09,1.383E-09,1.4854E-05,8.6632E-07,APO,Otto Matic,7768,1999-04-15,2020-07-21,406,,,0,0.53708,,,,,
a0152756,2152756,152756 (1999 JV3),152756,,,Y,N,18.8,,,,,,,,,,2.845,,,,,S,,,,JPL 100,2459000.5,59000,20200531.0000000,J2000,0.4149901377525910,1.450786170143780,0.848724217546257,15.22500791070900,229.0509647974990,101.5370676769170,325.9414389268300,2.052848122741300,0.5640257912835680,2459060.884758290000,20200730.3847583,638.2686848073720,1.74748442110163,0.0670183,26.081511811,3.44227,4.514,2.7745E-08,1.0495E-09,4.0157E-08,6.2669E-06,1.0928E-05,1.0691E-05,3.7143E-06,1.485E-09,6.1203E-10,6.6319E-06,6.9259E-07,APO,Otto Matic,15400,1978-04-12,2020-06-10,629,1,0,0,0.42159,,,,,
a0152770,2152770,152770 (1999 RR28),152770,,,Y,Y,18.4,,,,,,,,,,,,,,,,,,,JPL 98,2459000.5,59000,20200531.0000000,J2000,0.6546224269891380,1.877638692571690,0.6484942946316970,7.139998543932080,178.2196046111240,284.5488196217640,339.2528684700810,3.106783090511680,0.3830769620079440,2459054.659173190000,20200724.1591732,939.758940639544,2.5729197553444,0.0167557,6.520815769,2.13607,3.672,1.4685E-08,5.6975E-09,2.812E-08,6.9436E-06,1.6639E-05,1.5127E-05,1.059E-05,9.4272E-09,1.7436E-09,2.7891E-05,4.2774E-06,APO,Otto Matic,11368,1987-04-20,2018-06-04,531,6,1,0,0.35727,,,,,
a0152787,2152787,152787 (1999 TB10),152787,,,Y,N,18.6,,,,,,,,,,,,,,,,,,,JPL 74,2459000.5,59000,20200531.0000000,J2000,0.2316046000169810,1.363076877176230,1.047382002245430,15.9523679430945,1.913211970410950,137.3681026902460,241.2600780856960,1.678771752107030,0.6193320399340510,2459192.222556330000,20201208.7225563,581.2713969042100,1.59143435155157,0.0971769,37.818334173,3.3488,4.775,1.5342E-07,5.9037E-09,2.1035E-07,1.9206E-05,2.8439E-05,4.1368E-05,2.5208E-05,7.2711E-09,4.0237E-09,4.0316E-05,3.7764E-06,AMO,Otto Matic,6919,1999-10-07,2018-09-16,309,,,0,0.45886,,,,,
a0152828,2152828,152828 (1999 VT25),152828,,,Y,Y,21.2,,,,,,,,,,,,,,,,,,,JPL 41,2459000.5,59000,20200531.0000000,J2000,0.5230574788092250,1.162179980295200,0.5542930498794390,5.148326880691220,221.9965068991010,319.1545153333420,75.03808403079640,1.770066910710970,0.7866725366532660,2458905.113316810000,20200225.6133168,457.623703925835,1.25290541800365,0.0482514,18.777997338,3.19725,5.280,9.81E-08,2.703E-09,1.1393E-07,1.5175E-05,3.9299E-05,4.6095E-05,2.1694E-05,4.1168E-09,2.7444E-09,2.7363E-05,1.5965E-06,APO,Otto Matic,7347,1999-11-12,2019-12-24,127,,,0,0.70686,,,,,
a0152889,2152889,152889 (2000 CF59),152889,,,Y,N,16.5,,,,,,,1.022,,0.388,,,,,,,,,0.015,JPL 102,2459000.5,59000,20200531.0000000,J2000,0.6407053837109580,1.679267294509960,0.6033516982276940,41.5622318841278,141.771090468616,222.435825127584,168.3654393575060,2.755182890792220,0.4529229520763970,2458628.769138080000,20190525.2691381,794.8371756158580,2.17614558690173,0.315292,122.70218764,3.02857,3.751,6.4442E-08,7.4609E-09,1.0883E-07,9.5336E-06,9.4022E-06,1.0694E-05,1.7648E-05,1.2241E-08,3.0185E-09,3.7223E-05,5.2971E-06,APO,Otto Matic,8063,1998-02-24,2020-03-23,463,,,0,0.55988,,,,,
a0152895,2152895,152895 (2000 CQ101),152895,,,Y,N,18.1,,,,,,,,,,,,,,,,,,,JPL 119,2459000.5,59000,20200531.0000000,J2000,0.4912248813208190,2.292186762830090,1.166207592293730,2.970657779432960,29.84905778451680,173.939036763433,281.4761785577300,3.418165933366450,0.2840070191320330,2459276.985495610000,20210303.4854956,1267.574305382360,3.47042930973951,0.162786,63.35142762,1.54185,3.425,4.5831E-08,1.389E-08,9.9831E-08,4.4942E-06,5.6833E-05,5.8027E-05,1.4914E-05,2.0714E-08,2.5816E-09,5.493E-05,1.1522E-05,AMO,Otto Matic,23193,1955-03-14,2018-09-12,828,,,0,0.37513,,,,,
a0152931,2152931,152931 (2000 EA107),152931,,,Y,N,16.2,,,,,,,1.646,,0.237,4.1367,,,,,Q,,,0.043,JPL 247,2459000.5,59000,20200531.0000000,J2000,0.4557338042810510,0.9297240251925840,0.5060173582600760,28.57923613772420,52.89425785778780,278.0120732812150,18.28067248462050,1.353430692125090,1.0994436953468,2458983.872797930000,20200514.3727979,327.4383231480030,0.896477270767975,0.161911,63.01090387,4.1829,6.257,8.9336E-08,2.1347E-09,8.3252E-08,7.5673E-06,1.733E-05,1.665E-05,1.498E-05,3.1076E-09,3.7866E-09,1.3605E-05,1.1277E-06,ATE,Otto Matic,7286,2000-03-15,2020-02-25,1270,,,0,0.4249,,,,,
a0152941,2152941,152941 (2000 FM10),152941,,,Y,N,17.6,,,,,,,0.820,,0.205,,,,,,,,,0.005,JPL 101,2459000.5,59000,20200531.0000000,J2000,0.6807546752329680,1.481056185072650,0.4728202628017400,8.734279505175150,18.54671856740530,343.9421630566770,286.9919703745330,2.489292107343560,0.5468229993358530,2459134.013092380000,20201011.5130924,658.3483146049820,1.80245945134834,0.126955,49.40707735,2.96983,4.286,5.7724E-08,5.5426E-09,8.5303E-08,8.1538E-06,2.4032E-05,2.4777E-05,1.6764E-05,9.3158E-09,3.0696E-09,3.1296E-05,3.6956E-06,APO,Otto Matic,7362,2000-03-30,2020-05-26,513,,,0,0.48003,,,,,
a0152942,2152942,152942 (2000 FN10),152942,,,Y,N,16.7,,,,,,,,,,,,,,,,,,,JPL 99,2459000.5,59000,20200531.0000000,J2000,0.4561909344763880,1.938689695653340,1.054277031733500,27.07840998806670,8.195346322268900,235.4197373804250,151.6433639771260,2.823102359573180,0.3651250428223140,2458585.181010090000,20190411.6810101,985.963595422821,2.69942120581197,0.18235,70.9651495,2.51987,3.651,4.341E-08,7.2323E-09,8.266E-08,1.0065E-05,8.4408E-06,1.8543E-05,2.0886E-05,1.0532E-08,2.0431E-09,5.4961E-05,5.5172E-06,AMO,Otto Matic,7181,2000-03-30,2019-11-27,481,,,0,0.56277,,,,,
a0152952,2152952,152952 (2000 GC2),152952,,,Y,N,17.6,,,,,,,0.776,,0.353,4.179,,,,,,,,0.141,JPL 88,2459000.5,59000,20200531.0000000,J2000,0.1871003650080870,1.383516977346680,1.124660445890230,55.29511681234060,358.6941393948240,280.2370693133540,55.75074407734420,1.642373508803130,0.6056578279079390,2458908.450097380000,20200228.9500974,594.3950253949670,1.62736488814502,0.280086,109.00106862,3.64773,4.338,5.1788E-08,3.9187E-09,7.1572E-08,2.3178E-05,7.0057E-06,3.1288E-05,3.0768E-05,4.6519E-09,2.5732E-09,5.075E-05,2.5254E-06,AMO,Otto Matic,9727,1992-03-26,2018-11-12,423,,,0,0.44207,,,,,
a0152964,2152964,152964 (2000 GP82),152964,,,Y,N,17.7,,,,,,,0.788,,0.342,,,,,,,,,0.145,JPL 108,2459000.5,59000,20200531.0000000,J2000,0.3933512369900760,1.396368421512850,0.847105175616888,13.22993186537650,114.8803817366880,333.0496752661100,146.8145023207670,1.945631667408810,0.597315859112967,2458754.709602710000,20190928.2096027,602.6962025327960,1.65009227250594,0.0911863,35.486972371,3.2837,4.654,6.5174E-08,3.8589E-09,9.2126E-08,5.1185E-06,2.0638E-05,2.2156E-05,1.4752E-05,5.3768E-09,2.476E-09,2.4034E-05,2.4983E-06,APO,Otto Matic,9223,1995-04-23,2020-07-23,474,,,0,0.56889,,,,,
a0152978,2152978,152978 (2000 GJ147),152978,,,Y,Y,19.6,,,,,,,0.531,,0.109,13.22,,,,,S:,,,0.009,JPL 122,2459000.5,59000,20200531.0000000,J2000,0.2367479544708470,1.162224698758610,0.88707037869201,25.0067770738593,57.86761909955650,240.8032098228580,315.4313031631300,1.437379018825200,0.7866271343545300,2459057.157970330000,20200726.6579703,457.650116907548,1.25297773280643,0.0256215,9.971119155,3.75628,5.309,4.1053E-08,1.65E-09,4.6973E-08,1.0322E-05,8.2495E-06,1.4398E-05,1.6391E-05,2.0406E-09,1.6751E-09,2.0928E-05,9.7457E-07,APO,Otto Matic,7346,2000-04-13,2020-05-24,460,,,0,0.51073,,,,,
a0153002,2153002,153002 (2000 JG5),153002,,,Y,Y,18.2,,,,,,,,,,6.051,,,,,S:,,,,JPL 72,2459000.5,59000,20200531.0000000,J2000,0.7960018354232540,1.34057188132433,0.2734742032733580,31.43551843588420,213.0776431533850,233.4310270326100,11.56049376978370,2.407669559375300,0.6349929670700000,2458982.294296360000,20200512.7942964,566.9354129402730,1.55218456657159,0.0290253,11.295776001,3.23523,4.406,1.097E-07,3.2408E-09,1.4734E-07,1.9302E-05,1.7776E-05,1.8236E-05,1.5682E-05,5.8205E-09,2.3026E-09,2.4658E-05,2.0558E-06,APO,Otto Matic,6998,2000-05-02,2019-06-30,397,,,0,0.51705,,,,,
a0153195,2153195,153195 (2000 WB1),153195,,,Y,N,17.5,,,,,,,1.327,,0.100,,,,,,,,,0.444,JPL 44,2459000.5,59000,20200531.0000000,J2000,0.6191215965382940,1.301277084771680,0.4956283385091420,41.10962065206250,21.40413316800170,262.901811082527,117.3256015722180,2.106925831034230,0.6639714427581410,2458823.797217290000,20191206.2972173,542.1919932347670,1.48444077545453,0.0906815,35.290519355,3.69938,4.590,1.6586E-07,1.2711E-08,2.1867E-07,1.6116E-05,1.9783E-05,2.0021E-05,4.4072E-05,2.058E-08,9.7284E-09,6.4212E-05,7.9441E-06,APO,Otto Matic,6525,2000-11-16,2018-09-28,170,,,0,0.42573,,,,,
a0153201,2153201,153201 (2000 WO107),153201,,,Y,Y,19.3,,,,,,,0.510,,0.129,,,,,,X,,,0.083,JPL 116,2459000.5,59000,20200531.0000000,J2000,0.7807037408009030,0.9115175959878510,0.1998923989942900,7.770283810493050,69.25179907026430,213.718563436332,206.4502587343910,1.623142792981410,1.132547664490040,2459136.079054270000,20201013.5790543,317.8674163458730,0.870273556046195,0.00309772,1.2055396924,3.56034,6.227,6.1319E-08,1.762E-09,5.6053E-08,8.5981E-06,2.4329E-05,2.4408E-05,2.0919E-05,3.1377E-09,3.284E-09,1.8714E-05,9.217E-07,ATE,Otto Matic,6254,2000-11-29,2018-01-13,440,,,0,0.56028,,,,,
a0153219,2153219,153219 (2000 YM29),153219,,,Y,N,18.4,,,,,,,1.289,,0.035,,,,,,,,,0.008,JPL 110,2459000.5,59000,20200531.0000000,J2000,0.4348158754738350,2.090787536422040,1.181679923342910,40.33525757789140,116.5629239872380,0.814794510461082,151.5151022329300,2.999895149501170,0.3260162293345410,2458535.752884370000,20190221.2528844,1104.239505913020,3.02324300044633,0.198031,77.06772427,2.12759,3.359,7.4883E-08,7.2448E-09,1.5906E-07,2.3191E-05,5.5147E-06,3.7838E-05,1.6694E-05,1.0395E-08,1.6945E-09,4.9918E-05,5.7394E-06,AMO,Otto Matic,6572,2000-12-24,2018-12-22,578,,,0,0.40927,,,,,
a0153220,2153220,153220 (2000 YN29),153220,,,Y,Y,17.4,,,,,,,,,,,,,,,,,,,JPL 54,2459000.5,59000,20200531.0000000,J2000,0.6759192325025950,2.522504022171530,0.8174950395206390,5.879499281387360,67.87573056446620,138.1617552411190,260.1302984784120,4.227513004822410,0.2460119893028500,2459406.454611420000,20210710.9546114,1463.343315178130,4.00641564730495,0.0297252,11.568156084,0.763573,3.084,1.64E-07,7.2808E-08,4.3495E-07,4.0237E-05,9.7148E-05,0.00010044,3.0852E-05,1.2202E-07,1.0651E-08,0.00014008,6.3356E-05,APO,Otto Matic,7165,1997-06-08,2017-01-19,151,,,0,0.66554,,,,,
a0153243,2153243,153243 (2001 AU47),153243,,,Y,N,17.4,,,,,,,,,,,,,,,,,,,JPL 80,2459000.5,59000,20200531.0000000,J2000,0.5306981425138310,1.298989014287180,0.6096179572591000,35.97872373383060,311.9084835873390,9.359143072045210,104.6175994580490,1.988360071315250,0.6657265179464510,2458843.351987060000,20191225.8519871,540.7625958937050,1.48052729881918,0.400418,155.83067306,3.35205,4.691,1.0402E-07,8.4845E-09,1.3649E-07,1.3992E-05,7.3491E-06,2.6206E-05,6.0835E-05,1.2987E-08,6.5224E-09,9.0246E-05,5.2981E-06,APO,Otto Matic,7000,2001-01-15,2020-03-16,261,,,0,0.54858,,,,,
a0153249,2153249,153249 (2001 BW15),153249,,,Y,N,15.2,,,,,,,3.160,,0.177,,,,,,,,,0.727,JPL 69,2459000.5,59000,20200531.0000000,J2000,0.5909933542866130,2.117553419467960,0.8660934212155030,41.24140276508400,328.8964804523850,297.9573005206150,23.2361986728705,3.369013417720420,0.319854533982344,2458927.853855570000,20200319.3538556,1125.511636548730,3.08148292005129,0.0573291,22.310765847,2.78643,3.231,1.6754E-07,4.0568E-08,3.4359E-07,1.2267E-05,2.0249E-05,2.6651E-05,6.2234E-05,6.4543E-08,9.1915E-09,0.00019353,3.2343E-05,APO,Otto Matic,11296,1989-08-28,2020-08-01,227,,,0,0.5351,,,,,
a0153267,2153267,153267 (2001 CB32),153267,,,Y,N,17.8,,,,,,,,,,,,,,,,,,,JPL 72,2459000.5,59000,20200531.0000000,J2000,0.6136869527104640,1.781604918021580,0.6882572249469420,9.673074256644780,75.56565270898660,330.4912537691890,64.56789488578140,2.874952611096230,0.4144641484206360,2458844.713558320000,20191227.2135583,868.5914122411350,2.37807368170058,0.119021,46.31940257,2.54754,3.831,5.2863E-08,2.3689E-09,9.3751E-08,5.6836E-06,5.5744E-05,5.5668E-05,4.8874E-06,3.8227E-09,8.2665E-10,1.1676E-05,1.7324E-06,APO,Otto Matic,9591,1994-01-16,2020-04-20,282,,,0,0.52909,,,,,
a0153271,2153271,153271 (2001 CL42),153271,,,Y,N,17.2,,,,,,,2.441,,0.039,,,,,,,,,0.173,JPL 185,2459000.5,59000,20200531.0000000,J2000,0.4025128014580270,1.557162435740980,0.9303846214056730,21.6529835649727,12.05639675096370,270.8309925194240,247.7029464140250,2.183940250076280,0.5072279728513870,2459221.893652550000,20210107.3936526,709.7400365682840,1.94316231777764,0.192174,74.78835558,3.22523,4.272,2.5226E-08,7.091E-09,3.8969E-08,6.3896E-06,8.8581E-06,1.3146E-05,2.6273E-05,9.9452E-09,3.4647E-09,5.3257E-05,4.848E-06,APO,Otto Matic,6919,2001-02-15,2020-01-26,923,,,0,0.493,,,,,
a0153306,2153306,153306 (2001 JL1),153306,,,Y,N,16.7,,,,,,,,,,,,,,,,,,,JPL 108,2459000.5,59000,20200531.0000000,J2000,0.5231906062854610,2.552425798439780,1.217020597455420,26.98147540681470,226.6486173212050,272.4374073119350,270.5614150320040,3.887830999424140,0.2416987395274900,2459370.541586240000,20210605.0415862,1489.457498635630,4.07791238503937,0.506193,196.99512981,2.31283,3.102,9.0362E-08,3.1338E-08,2.4313E-07,1.7988E-05,1.1959E-05,2.3717E-05,3.0357E-05,4.7733E-08,4.4512E-09,0.00013229,2.743E-05,AMO,Otto Matic,9945,1993-06-13,2020-09-04,455,,,0,0.52295,,,,,
a0153311,2153311,153311 (2001 MG1),153311,,,Y,Y,17.2,,,,,,,,,,,,,,,,,,,JPL 71,2459000.5,59000,20200531.0000000,J2000,0.64610725922812,2.499752577818840,0.8846442910158800,28.4260234427295,142.3751099414610,218.4493174360370,265.492441139624,4.11486086462179,0.2493782290759410,2459379.472772450000,20210613.9727724,1443.590329973720,3.95233492121485,0.0397994,15.488732498,1.72498,3.012,8.9863E-08,2.4051E-08,2.244E-07,5.2498E-05,4.1563E-05,4.6741E-05,2.3957E-05,3.959E-08,3.599E-09,0.00010143,2.0834E-05,APO,Otto Matic,10445,1989-07-01,2018-02-04,185,,,0,0.57153,,,,,
a0153315,2153315,153315 (2001 NH6),153315,,,Y,N,19.6,,,,,,,,,,,,,,,,,,,JPL 31,2459000.5,59000,20200531.0000000,J2000,0.4496394716407420,1.237310214338140,0.6809667033074480,34.70131016829420,112.5475928455610,288.400558969603,182.7983475228690,1.793653725368840,0.7161206161397370,2459247.946657010000,20210202.4466570,502.7086106535900,1.37634116537602,0.0990982,38.566046494,3.83987,4.922,1.0301E-07,4.3388E-09,1.2937E-07,2.9456E-05,1.485E-05,1.8357E-05,1.5096E-05,6.2898E-09,3.7668E-09,2.1856E-05,2.6443E-06,APO,Otto Matic,6855,2001-07-10,2020-04-16,92,,,0,0.69293,,,,,
a0153349,2153349,153349 (2001 PJ9),153349,,,Y,N,18.5,,,,,,,,,,,,,,,,,,,JPL 64,2459000.5,59000,20200531.0000000,J2000,0.6389528940116220,1.799342243281190,0.6496473096193090,10.53785072465940,283.8370921192530,291.176659044994,324.24286841079,2.949037176943060,0.4083507991444560,2459088.064740080000,20200826.5647401,881.5949442348180,2.41367541200498,0.0512593,19.948581781,2.15202,3.781,2.1119E-08,5.8167E-09,3.8984E-08,1.089E-05,2.5692E-05,2.5731E-05,5.1542E-06,9.5333E-09,1.9801E-09,1.2998E-05,4.2749E-06,APO,Otto Matic,6270,2001-08-05,2018-10-05,404,0,2,0,0.36836,,,,,
a0153415,2153415,153415 (2001 QP153),153415,,,Y,N,17.1,,,,,,,,,,4.452,,,,,,,,,JPL 95,2459000.5,59000,20200531.0000000,J2000,0.2138570402609860,0.8914086102280940,0.7007746031815550,50.20876680171790,317.6812684063740,244.279669210713,217.151593468244,1.082042617274630,1.171086128741220,2459122.479419810000,20200929.9794198,307.4069371711860,0.841634324904,0.0727942,28.329318814,4.05156,6.355,1.6747E-07,1.4081E-09,1.4876E-07,3.2556E-05,1.6994E-05,3.6496E-05,6.0109E-05,1.7092E-09,2.7749E-09,5.1508E-05,7.2839E-07,ATE,Otto Matic,8157,1996-08-14,2018-12-14,428,2,1,0,0.4341,,,,,
a0153460,2153460,153460 (2001 RN),153460,,,Y,N,19.6,,,,,,,,,,,,,,,,,,,JPL 33,2459000.5,59000,20200531.0000000,J2000,0.5811029208098980,1.413651110380120,0.5921743211320770,10.09199817142950,211.4828135962390,30.37719223397450,89.3790555794176,2.235127899628170,0.5863956175502910,2458848.078916170000,20191230.5789162,613.920004218185,1.6808213667849,0.139864,54.43087288,2.79895,4.516,2.5005E-07,2.3121E-08,3.6278E-07,2.5467E-05,9.4738E-05,0.0001024,7.8289E-05,3.6557E-08,1.4386E-08,0.00012986,1.5062E-05,APO,Otto Matic,6222,2001-09-07,2018-09-20,95,,,0,0.56826,,,,,
a0153591,2153591,153591 (2001 SN263),153591,,,Y,N,16.9,,,,,,,2,,,3.423,,,,,,,,,JPL 153,2459000.5,59000,20200531.0000000,J2000,0.4784926293467760,1.987481633718410,1.036486321022070,6.689256339534760,325.7673529123390,172.9483921198590,140.3783798809510,2.938476946414760,0.3517623774160630,2458601.428385490000,20190427.9283855,1023.418145636970,2.80196617559746,0.0505512,19.673010504,2.10464,3.696,1.6994E-08,1.3868E-08,3.2722E-08,4.1586E-06,1.2451E-05,1.4205E-05,1.8489E-05,2.0504E-08,3.6818E-09,4.8414E-05,1.0712E-05,AMO,Otto Matic,10940,1990-09-25,2020-09-07,896,1,0,0,0.42654,,,,,
a0153792,2153792,153792 (2001 VH75),153792,,,Y,N,18.1,,,,,,,,,,,,,,,,,,,JPL 38,2459000.5,59000,20200531.0000000,J2000,0.7416046957931360,2.100509656879050,0.5427618317787160,10.61421057161760,276.2737093183140,244.2313267701390,356.069644809006,3.658257481979370,0.3237554218296720,2459012.639889950000,20200612.1398899,1111.950490174020,3.04435452477486,0.0643266,25.033982922,1.55136,3.315,8.2823E-08,1.4524E-08,1.7324E-07,1.4296E-05,4.2676E-05,4.3528E-05,1.3336E-05,2.5296E-08,3.358E-09,4.1301E-05,1.1533E-05,APO,Otto Matic,6874,2001-11-12,2020-09-07,96,,,0,0.59875,,,,,
a0153814,2153814,153814 (2001 WN5),153814,,,Y,Y,18.3,,,,,,,0.932,,0.097,4.253,,,,,,,,0.011,JPL 172,2459000.5,59000,20200531.0000000,J2000,0.4670549144118710,1.711795518767490,0.9122930092589160,1.91916487242699,277.434353267167,44.57060653076860,126.3547780689480,2.511298028276070,0.4400745425594280,2458713.378692470000,20190817.8786925,818.0432294635310,2.23968029969481,0.00163884,0.6377873628,2.83689,4.053,8.0752E-09,1.331E-09,1.402E-08,1.9328E-06,8.9218E-05,9.0324E-05,1.1768E-06,1.9527E-09,5.1328E-10,2.7517E-06,9.5411E-07,APO,Otto Matic,8776,1996-02-10,2020-02-20,933,4,0,0,0.3869,,,,,
a0153842,2153842,153842 (2001 XT30),153842,,,Y,N,16.7,,,,,,,1.759,,0.193,17.95,,,,,,,,0.108,JPL 195,2459000.5,59000,20200531.0000000,J2000,0.5662610389183840,2.752552136645120,1.193889104071440,8.997144479453580,139.8707728816100,219.3526020920410,52.97921812865720,4.311215169218800,0.2158244998858070,2458755.026394560000,20190928.5263946,1668.021935370990,4.56679516870907,0.211996,82.50248332,1.19736,3.075,1.7625E-08,9.6095E-09,4.9023E-08,3.2711E-06,1.7417E-05,1.8349E-05,2.1535E-06,1.5051E-08,1.1302E-09,1.002E-05,8.7349E-06,AMO,Otto Matic,7225,2000-05-05,2020-02-15,982,,,0,0.41606,,,,,
a0153951,2153951,153951 (2002 AC3),153951,,,Y,N,18.6,,,,,,,,,,7.072,,,,,,,,,JPL 130,2459000.5,59000,20200531.0000000,J2000,0.342123618806269,1.836628590933490,1.208274571000270,15.47182528494190,314.4431827103810,215.0935730597440,106.4470651417540,2.464982610866720,0.3959789163523920,2458731.679967550000,20190905.1799676,909.1393130628870,2.48908778388196,0.250044,97.30962348,2.57968,3.909,6.2887E-08,4.4579E-09,1.1344E-07,7.9251E-06,1.0246E-05,1.4792E-05,5.9974E-06,5.983E-09,1.4417E-09,1.5081E-05,3.31E-06,AMO,Otto Matic,6808,2001-12-23,2020-08-13,567,,,0,0.45681,,,,,
a0153953,2153953,153953 (2002 AD9),153953,,,Y,N,16.7,,,,,,,,,,,,,,,L,,,,JPL 73,2459000.5,59000,20200531.0000000,J2000,0.8088238774050940,1.773418975428090,0.3390353634585750,31.01718685271210,2.58175106693314,9.776713404913930,314.9463289072790,3.207802587397610,0.4173371513244910,2459108.455093260000,20200915.9550933,862.6119166661250,2.36170271503388,0.409779,159.47369343,2.29549,3.523,9.182E-08,1.5218E-08,1.6293E-07,1.8022E-05,1.1981E-05,1.2644E-05,1.5545E-05,2.7527E-08,5.372E-09,3.8238E-05,1.1104E-05,APO,Otto Matic,16035,1975-05-10,2019-04-04,240,,,0,0.51899,,,,,
a0153957,2153957,153957 (2002 AB29),153957,,,Y,N,17.8,,,,,,,,,,2.415,,,,,,,,,JPL 52,2459000.5,59000,20200531.0000000,J2000,0.7585729024391580,2.532100286245160,0.6113176228411460,46.53204481670140,89.71408744967310,73.20169230412660,189.5733603479590,4.452882949649160,0.2446147947383140,2459697.214357910000,20220427.7143579,1471.70166213832,4.02929955410902,0.0794211,30.908309487,2.82297,2.680,7.6257E-08,8.6223E-09,1.925E-07,3.6088E-05,7.6647E-06,1.8522E-05,3.8308E-06,1.5163E-08,1.2494E-09,1.7568E-05,7.5171E-06,APO,Otto Matic,6028,2002-01-13,2018-07-16,214,,,0,0.42737,,,,,
a0153958,2153958,153958 (2002 AM31),153958,,,Y,Y,18.3,,,,,,,,,,2.8174,,,,,,,,,JPL 116,2459000.5,59000,20200531.0000000,J2000,0.4514704468196490,1.703096362390630,0.9341986866852150,4.644613236517890,144.3785563891960,197.9279357107850,177.3937788917570,2.471994038096050,0.4434505949292490,2458600.469464650000,20190426.9694646,811.8153501574110,2.22262929543439,0.0315129,12.263875293,2.94411,4.073,9.4282E-09,6.5491E-09,1.5137E-08,2.1661E-06,1.3192E-05,1.0372E-05,7.3862E-06,9.5059E-09,2.5579E-09,1.4378E-05,4.6827E-06,APO,Otto Matic,13432,1983-05-07,2020-02-14,674,7,1,0,0.43201,,,,,
a0154007,2154007,154007 (2002 BY),154007,,,Y,N,17.9,,,,,,,,,,14.91,,,,,,,,,JPL 152,2459000.5,59000,20200531.0000000,J2000,0.3466063272005840,1.818004101208090,1.187872376852760,2.724499293393450,214.2737079958880,23.70226884179800,105.8969295097540,2.44813582556343,0.4020793655714190,2458737.126799140000,20190910.6267991,895.3456228433470,2.45132271825694,0.177285,68.99400345,2.56375,3.970,4.8228E-08,9.0716E-09,8.282E-08,4.0395E-06,7.4668E-05,7.4799E-05,1.45E-05,1.2216E-08,3.0095E-09,3.4277E-05,6.7015E-06,AMO,Otto Matic,6240,2002-01-08,2019-02-08,719,,,0,0.52032,,,,,
a0154019,2154019,154019 (2002 CZ9),154019,,,Y,Y,22.0,,,,,,,,,,,,,,,,,,,JPL 12,2459000.5,59000,20200531.0000000,J2000,0.3600912343738300,1.325556088156800,0.8482349601406710,4.971288994618960,142.8789634092210,80.82691537693250,311.1497314856540,1.802877216172920,0.6458131900928120,2459076.141484660000,20200814.6414847,557.4367410307360,1.52617862020735,0.0255309,9.935860353,3.1828,4.864,1.4458E-07,3.7252E-08,1.8368E-07,2.1255E-05,4.7603E-05,5.9428E-05,0.00018302,5.0667E-08,2.7224E-08,0.00028658,2.3499E-05,APO,Otto Matic,1269,2002-01-10,2005-07-02,69,,,1,0.75731,,,,,
a0154020,2154020,154020 (2002 CA10),154020,,,Y,N,19.1,,,,,,,,,,,,,,,,,,,JPL 28,2459000.5,59000,20200531.0000000,J2000,0.5897157767832420,1.541203195180530,0.6323313557538280,12.12415756739960,145.3565314047450,222.1685913227130,262.9209563432200,2.450075034607230,0.515126892220111,2459188.956563080000,20201205.4565631,698.8569329946260,1.91336600409206,0.153167,59.60800139,3.04057,4.236,1.4457E-07,2.8498E-08,2.3043E-07,2.089E-05,6.7662E-05,6.8909E-05,9.7694E-05,4.5304E-08,1.4288E-08,0.00019474,1.9384E-05,APO,Otto Matic,6908,2001-05-24,2020-04-22,60,,,0,0.57048,,,,,
a0154029,2154029,154029 (2002 CY46),154029,,,Y,N,16.4,,,,,,,1.119,,0.098,2.554,,,,,,,,0.045,JPL 130,2459000.5,59000,20200531.0000000,J2000,0.4626686891020000,1.890027931598420,1.015571186119620,44.19355773931050,346.1642088840860,319.3898067410180,284.0421457165750,2.764484677077230,0.3793165049606210,2459200.749272810000,20201217.2492728,949.0754957719910,2.59842709314714,0.0876951,34.128302067,2.89405,3.519,4.2312E-08,1.4077E-08,8.1518E-08,1.4973E-05,5.0786E-06,1.0617E-05,1.8009E-05,2.0591E-08,4.2379E-09,4.9561E-05,1.0603E-05,APO,Otto Matic,6660,2002-02-11,2020-05-07,545,0,1,0,0.52874,,,,,
