pdes,name,pha,diameter
2014 HO123,,N,
2014 HZ123,,N,
2014 HA124,,N,
2014 HB124,,N,
2014 HC124,,N,
2014 HD124,,N,
2014 HE124,,Y,
2014 HF124,,N,
2014 HG124,,N,
2014 HQ124,,Y,0.325
2014 HR124,,N,
2014 HS124,,N,
2014 HJ129,,N,0.597
2014 HK129,,Y,
2014 HL129,,N,
2014 HM129,,N,
2014 HO129,,N,
2014 HM132,,N,
2014 HN132,,N,
2014 HO132,,N,
2014 HP132,,N,
2014 HQ132,,N,
2014 HX164,,N,
2014 HZ164,,N,
2014 HA165,,N,
2014 HX176,,N,
2014 HY176,,N,
2014 HA177,,N,
2014 HB177,,N,
2014 HC177,,N,
2014 HD177,,N,
2014 HE177,,N,
2014 HF177,,N,0.253
2014 HV177,,Y,
2014 HW177,,N,
2014 HM178,,N,
2014 HN178,,N,
2014 HP178,,N,
2014 HQ178,,N,
2014 HR178,,N,
2014 HS178,,N,
2014 HT178,,N,
2014 HD184,,N,
2014 HE184,,N,
2014 HF184,,N,
2014 HJ184,,N,
2014 HP184,,N,
2014 HQ184,,N,
2014 HR184,,N,
2014 HS184,,N,
2014 HT184,,N,
2014 HM187,,N,
2014 HN190,,N,
2014 HO190,,N,
2014 HR190,,N,
2014 HS190,,N,
2014 HT190,,N,
2014 HV190,,N,
2014 HC192,,N,
2014 HH192,,N,
2014 HZ193,,N,
2014 HT195,,N,
2014 HA196,,N,
2014 HC196,,N,
2014 HD196,,N,
2014 HE196,,N,
2014 HF196,,N,
2014 HG196,,N,
2014 HH196,,N,
2014 HJ196,,N,
2014 HK196,,N,
2014 HL196,,N,
2014 HM196,,N,
2014 HO196,,N,
2014 HP196,,N,
2014 HR196,,N,
2014 HS196,,N,
2014 HT196,,N,
2014 HU196,,N,
2014 HV196,,N,
2014 HW196,,N,
2014 HX196,,N,
2014 HY196,,N,
2014 HZ196,,N,
2014 HA197,,N,
2014 HB197,,N,
2014 HC197,,N,
2014 HD197,,N,
2014 HE197,,N,
2014 HG197,,N,
2014 HH197,,N,
2014 HJ197,,N,
2014 HK197,,N,
2014 HL197,,N,
2014 HM197,,N,
2014 HN197,,N,
2014 HO197,,N,
2014 HP197,,N,
2014 HQ197,,N,
2014 HR197,,N,
2014 HS197,,N,
2014 HT197,,N,
2014 HU197,,N,
2014 HV197,,N,
2014 HW197,,N,
2014 HX197,,N,
2014 HY197,,N,
2014 HZ197,,N,
2014 HA198,,N,
2014 HB198,,N,
2014 HC198,,N,
2014 HD198,,N,
2014 HE198,,N,
2014 HF198,,N,
2014 HG198,,N,
2014 HH198,,N,
2014 HJ198,,N,
2014 HL198,,N,
2014 HM198,,N,
2014 HN198,,N,
2014 HO198,,N,
2014 HP198,,N,
2014 HQ198,,N,
2014 HR198,,N,
2014 HS198,,N,
2014 HT198,,N,
2014 HU198,,N,
2014 HV198,,N,
2014 HW198,,N,
2014 HX198,,N,
2014 HY198,,N,
2014 HZ198,,N,
2014 HA199,,N,
2014 HB199,,N,
2014 HC199,,N,
2014 HD199,,N,
2014 HE199,,N,
2014 HF199,,N,
2014 HG199,,N,
2014 HH199,,N,
2014 HJ199,,N,
2014 HK199,,N,
2014 HL199,,N,
2014 HM199,,N,
2014 HN199,,N,
2014 HO199,,N,
2014 JD,,N,
2014 JN2,,N,
2014 JQ2,,N,
2014 JR2,,N,
2014 JT2,,N,
2014 JD15,,N,
2014 JE15,,N,
2014 JF15,,N,
2014 JG15,,N,
2014 JH15,,N,
2014 JK15,,N,
2014 JU15,,N,
2014 JO24,,N,
2014 JQ24,,N,
2014 JR24,,N,
2014 JU24,,N,
2014 JW24,,N,
2014 JX24,,N,
2014 JK25,,N,
2014 JL25,,N,0.228
2014 JN25,,N,
2014 JO25,,Y,
2014 JP25,,N,
2014 JR25,,N,
2014 JS25,,N,
2014 JY30,,N,
2014 JA31,,N,
2014 JC31,,N,
2014 JP34,,,
2014 JS54,,Y,
2014 JT54,,N,
2014 JV54,,N,
2014 JW54,,N,
2014 JX54,,N,
2014 JY54,,N,
2014 JG55,,N,
2014 JJ55,,N,
2014 JR55,,N,
2014 JV55,,Y,0.321
2014 JW55,,N,
2014 JH57,,N,4.613
2014 JN57,,Y,0.273
2014 JQ57,,N,
2014 JS57,,N,
2014 JH78,,N,
2014 JQ79,,N,
2014 JR79,,N,
2014 JS79,,N,
2014 JT79,,N,
2014 JU79,,N,
2014 JV79,,N,
2014 JW79,,N,
2014 JX79,,N,
2014 JY79,,N,
2014 JO92,,N,
2014 JP92,,N,
2014 KD,,N,
2014 KO2,,N,
2014 KP2,,N,
2014 KM4,,Y,
2014 KN4,,N,
2014 KO4,,N,
2014 KP4,,Y,
2014 KX21,,N,
2014 KE22,,N,
2014 KF22,,N,
2014 KL22,,N,
2014 KM22,,N,
2014 KB39,,N,
2014 KC39,,N,
2014 KD39,,N,
2014 KE39,,N,
2014 KF39,,N,
2014 KG39,,N,
2014 KH39,,N,
2014 KM39,,N,
2014 KO39,,N,
2014 KS40,,Y,
2014 KC45,,N,
2014 KD45,,N,
2014 KE45,,N,
2014 KZ45,,Y,
2014 KA46,,N,
2014 KB46,,N,
2014 KC46,,N,
2014 KD46,,N,
2014 KE46,,N,
2014 KF46,,N,
2014 KN62,,N,
2014 KO62,,N,
2014 KQ75,,N,
2014 KM76,,N,
2014 KN76,,N,
2014 KO76,,N,0.166
2014 KP76,,N,
2014 KR76,,N,
2014 KS76,,N,
2014 KT76,,Y,
2014 KU76,,N,
2014 KV76,,N,
2014 KW76,,N,
2014 KX76,,N,
2014 KO84,,N,
2014 KP84,,Y,
2014 KQ84,,N,
2014 KR84,,N,
2014 KV84,,N,
2014 KV86,,Y,0.644
2014 KW86,,N,
2014 KX86,,N,
2014 KY86,,N,
2014 KA91,,N,
2014 KB91,,Y,
2014 KE91,,N,
2014 KX99,,N,1.724
2014 LJ,,N,
2014 LM9,,N,
2014 LN9,,N,
2014 LX9,,N,
2014 LY9,,N,
2014 LN14,,N,
2014 LO14,,N,
2014 LU14,,N,
2014 LV14,,N,
2014 LW14,,N,
2014 LX14,,N,
2014 LN17,,N,
2014 LZ20,,N,
2014 LK21,,N,
2014 LW21,,N,
2014 LX21,,N,
2014 LY21,,N,
2014 LF25,,N,
2014 LQ25,,N,0.938
2014 LL26,,N,
2014 LQ26,,N,
2014 LR26,,N,2.082
2014 LS26,,N,
2014 LA27,,N,
2014 MP,,N,
2014 MX,,N,
2014 MY,,N,
2014 MV2,,N,
2014 MO5,,N,
2014 MP5,,Y,
2014 MQ5,,N,
2014 MR5,,N,
2014 MS5,,N,0.113
2014 MT5,,N,
2014 MZ5,,N,
2014 MA6,,N,
2014 MB6,,N,
2014 MC6,,N,
2014 MD6,,N,
2014 ME6,,N,
2014 MF6,,Y,
2014 MG6,,N,
2014 MH6,,N,
2014 MJ6,,Y,
2014 MK6,,N,
2014 MX17,,N,
2014 MY17,,N,
2014 MZ17,,N,
2014 MA18,,N,
2014 MC18,,N,
2014 MD18,,N,
2014 ME18,,N,
2014 MF18,,N,0.069
2014 MV18,,N,
2014 MD19,,N,
2014 ME19,,N,
2014 MF19,,N,
2014 MG19,,N,
2014 MJ26,,N,
2014 MR26,,N,
2014 MW26,,N,
2014 MY26,,N,
2014 MJ27,,N,
2014 ML27,,N,
2014 MM27,,N,
2014 MO41,,N,
2014 MP41,,N,
2014 MR41,,N,
2014 MT41,,N,
2014 MV41,,N,
2014 MD42,,N,
2014 MB55,,N,
2014 MC55,,N,
2014 MD55,,N,
2014 MG55,,N,
2014 MJ55,,N,
2014 MK55,,Y,
2014 ML55,,N,
2014 MM55,,N,
2014 ML60,,N,
2014 MO60,,N,
2014 MP60,,N,
2014 MQ60,,N,
2014 MR60,,N,
2014 ML67,,N,
2014 MR67,,N,
2014 MS67,,N,
2014 MU67,,N,
2014 MV67,,Y,
2014 MW67,,N,
2014 MY67,,N,
2014 MA68,,N,
2014 MC68,,Y,
2014 MF68,,N,
2014 MG68,,N,
2014 MO68,,N,
2014 NM2,,N,
2014 NB3,,N,
2014 NE3,,N,0.233
2014 NF3,,N,
2014 NG3,,N,
2014 NA39,,N,
2014 NC39,,N,
2014 NE39,,N,
2014 NB52,,Y,
2014 ND52,,N,
2014 NK52,,Y,0.502
2014 NL52,,N,
2014 NE63,,N,
2014 NV63,,N,
2014 NA64,,N,
2014 NC64,,N,0.501
2014 NE64,,N,
2014 NF64,,N,
2014 NM64,,N,0.330
2014 NP64,,N,
2014 NQ64,,N,
2014 NS64,,N,
2014 NU64,,N,
2014 NW64,,N,
2014 NX64,,N,
2014 NZ64,,N,
2014 NG65,,Y,
2014 OG1,,N,
2014 OY1,,Y,0.598
2014 OZ1,,N,0.732
2014 OP2,,N,
2014 OV3,,N,
2014 OW3,,N,
2014 OX3,,N,
2014 OC4,,N,
2014 OD4,,N,
2014 OL6,,N,
2014 OO6,,N,
2014 OT111,,Y,
2014 OZ111,,N,
2014 OB112,,N,
2014 OH112,,N,
2014 OM207,,N,
2014 ON207,,N,
2014 OQ207,,N,
2014 OV299,,N,
2014 OX299,,Y,
2014 OD300,,N,
2014 OF300,,N,
2014 OG300,,N,
2014 OY337,,N,
2014 OZ337,,N,
2014 OD338,,N,
2014 OE338,,N,
2014 OF338,,N,
2014 OR338,,N,
2014 OS338,,N,
2014 OT338,,N,
2014 OA339,,N,
2014 OL339,,N,
2014 OM339,,Y,
2014 ON339,,N,
2014 OP344,,N,
2014 OU344,,N,
2014 OV391,,N,
2014 OY391,,N,
2014 OF392,,N,
2014 OJ392,,Y,
2014 OO392,,N,
2014 OQ392,,N,
2014 OR392,,N,
2014 PH51,,N,
2014 PJ51,,N,
2014 PL51,,N,
2014 PB58,,N,
2014 PC58,,N,
2014 PD58,,N,
2014 PQ58,,N,
2014 PY58,,N,
2014 PZ58,,N,
2014 PA59,,N,
2014 PH59,,N,
2014 PS59,,Y,0.206
2014 PT59,,N,
2014 PW59,,Y,0.412
2014 PR62,,N,
2014 PC68,,N,0.562
2014 PF68,,N,3.330
2014 PP69,,N,
2014 QC3,,Y,
2014 QD3,,N,
2014 QE3,,N,
2014 QH32,,N,
2014 QL32,,N,
2014 QA33,,N,
2014 QB33,,N,
2014 QD33,,N,
2014 QF33,,N,
2014 QH33,,N,
2014 QJ33,,N,
2014 QO33,,N,
2014 QP33,,N,
2014 QQ33,,N,
2014 QW33,,N,
2014 QX33,,N,
2014 QY33,,N,
2014 QS168,,N,
2014 QT168,,N,
2014 QU169,,N,
2014 QV169,,N,
2014 QZ265,,N,
2014 QK266,,N,
2014 QL266,,N,
2014 QM266,,N,
2014 QN266,,N,
2014 QP266,,N,
2014 QQ266,,N,
2014 QO295,,N,
2014 QR295,,N,
2014 QS295,,N,
2014 QT295,,N,0.041
2014 QV295,,N,
2014 QZ295,,N,
2014 QK296,,N,
2014 QN296,,N,
2014 QO296,,Y,
2014 QP296,,N,
2014 QQ296,,N,
2014 QR296,,N,
2014 QS296,,N,
2014 QT296,,N,
2014 QU296,,N,
2014 QV296,,N,
2014 QJ362,,N,
2014 QK362,,N,
2014 QL362,,N,
2014 QM362,,N,
2014 QN362,,N,
2014 QO362,,N,
2014 QP362,,N,
2014 QQ362,,N,
2014 QR362,,N,
2014 QS362,,N,
2014 QT362,,N,
2014 QU362,,N,
2014 QV362,,N,
2014 QW362,,N,
2014 QN363,,N,
2014 QP363,,N,
2014 QQ363,,N,
2014 QR363,,N,
2014 QV363,,N,
2014 QW363,,N,
2014 QY363,,N,
2014 QD364,,N,
2014 QD365,,N,
2014 QE365,,N,
2014 QG365,,N,
2014 QH365,,N,
2014 QJ365,,N,
2014 QK365,,N,
2014 QL365,,N,
2014 QH390,,N,
2014 QK390,,N,
2014 QL390,,N,
2014 QM390,,N,
2014 QN390,,N,
2014 QO390,,Y,
2014 QX390,,N,
2014 QC391,,N,
2014 QD391,,N,
2014 QE391,,N,
2014 QW432,,N,
2014 QX432,,Y,
2014 QY432,,N,
2014 QZ432,,N,
2014 QA433,,N,
2014 QB433,,N,
2014 QC433,,N,2.009
2014 QD433,,N,
2014 QE433,,N,
2014 QJ433,,N,
2014 QK433,,N,1.784
2014 QL433,,Y,
2014 QM433,,N,
2014 QN433,,N,
2014 QO433,,N,
2014 QE434,,N,
2014 QF434,,N,
2014 QJ434,,N,
2014 QK434,,Y,0.296
2014 QN434,,N,
2014 QO434,,N,
2014 QP434,,N,
2014 QQ434,,N,
2014 QJ439,,N,
2014 QK439,,N,
2014 QP439,,N,
2014 RA,,N,
2014 RC,,N,
2014 RJ,,N,
2014 RD11,,N,
2014 RE11,,N,
2014 RF11,,N,
2014 RJ11,,N,
2014 RY11,,N,
2014 RZ11,,N,
2014 RA12,,N,
2014 RB12,,N,
2014 RC12,,N,
2014 RH12,,N,0.088
2014 RL12,,N,0.694
2014 RB13,,N,
2014 RC17,,N,
2014 RD17,,N,
2014 RE17,,N,
2014 RK17,,N,
2014 RQ17,,N,
2014 RS17,,N,
2014 RT17,,N,
2014 RW18,,N,
2014 RW22,,N,
2014 RX22,,N,
2014 RU30,,N,
2014 RX30,,N,
2014 RO60,,N,
2014 SC,,N,
2014 SE,,N,
2014 SN,,N,
2014 SG1,,N,
2014 SL1,,N,
2014 SM1,,N,
2014 SN1,,N,
2014 SQ1,,N,
2014 SS1,,Y,
2014 ST1,,N,
2014 SU1,,N,
2014 SR141,,N,
2014 SS141,,N,
2014 SU141,,N,
2014 SV141,,Y,0.172
2014 SW141,,N,
2014 SX141,,N,
2014 SY141,,N,
2014 SH142,,N,
2014 SJ142,,N,
2014 SK142,,N,
2014 SL142,,N,
2014 SM142,,N,
2014 SN142,,N,
2014 SO142,,N,
2014 SP142,,Y,
2014 SQ142,,N,
2014 SG143,,N,
2014 SJ143,,N,
2014 SM143,,Y,
2014 SN143,,N,
2014 SP143,,N,
2014 SQ143,,N,
2014 SR143,,N,
2014 SS143,,N,
2014 ST143,,N,
2014 SU143,,N,
2014 SE144,,N,
2014 SH144,,N,
2014 SZ144,,N,
2014 SA145,,N,
2014 SB145,,N,
2014 SC145,,N,
2014 SD145,,N,
2014 SE145,,N,
2014 SF145,,N,
2014 SG145,,N,
2014 SR223,,N,
2014 SS223,,N,
2014 ST223,,N,
2014 SU223,,N,
2014 SA224,,N,
2014 SB224,,N,
2014 SH224,,N,
2014 SK260,,N,
2014 SL260,,N,
2014 SM260,,Y,
2014 SN260,,N,
2014 SO260,,N,
2014 SP260,,N,
2014 SQ260,,N,
2014 SR260,,N,
2014 SS260,,N,
2014 SU260,,N,0.174
2014 SM261,,N,
2014 SR261,,N,
2014 SS261,,N,
2014 SU261,,N,
2014 SV261,,N,
2014 SX261,,N,
2014 SZ261,,N,
2014 SJ262,,N,
2014 SL303,,N,
2014 SZ303,,N,
2014 SC304,,N,
2014 SD304,,N,
2014 SF304,,N,
2014 SB324,,N,
2014 SC324,,N,
2014 SD324,,N,
2014 SE324,,N,
2014 TB,,N,
2014 TC,,N,
2014 TK,,N,
2014 TL,,N,
2014 TM,,N,
2014 TN,,N,
2014 TR,,N,
2014 TS,,N,
2014 TT,,N,
2014 TU,,N,
2014 TV,,N,
2014 TW,,N,
2014 TZ,,N,
2014 TS16,,N,
2014 TF17,,N,
2014 TG17,,N,
2014 TH17,,N,
2014 TJ17,,N,
2014 TL17,,N,
2014 TM17,,N,
2014 TN17,,Y,
2014 TZ17,,N,
2014 TG18,,N,
2014 TW32,,Y,
2014 TX32,,N,
2014 TJ33,,N,
2014 TY33,,Y,
2014 TM34,,N,
2014 TM35,,N,
2014 TO35,,N,
2014 TT35,,N,
2014 TA36,,Y,0.554
2014 TB36,,N,
2014 TC36,,N,
2014 TP57,,N,
2014 TR57,,N,
2014 TS57,,N,
2014 TT57,,N,
2014 TW57,,N,0.469
2014 TX57,,N,
2014 TH64,,N,
2014 TJ64,,N,0.519
2014 TK64,,N,
2014 UR,,N,
2014 US,,N,0.556
2014 UT,,N,
2014 UV,,N,
2014 UY,,N,
2014 UG5,,N,
2014 UQ7,,N,
2014 UR7,,N,
2014 US7,,N,
2014 UX7,,N,
2014 UY7,,N,
2014 UA8,,N,
2014 UF8,,N,
2014 UG8,,N,
2014 UZ32,,N,
2014 UA33,,N,
2014 UO33,,N,
2014 UQ33,,N,
2014 US33,,N,
2014 UT33,,N,
2014 UU33,,N,
2014 UW33,,N,
2014 UX33,,N,
2014 UR34,,N,
2014 US34,,N,
2014 UT34,,N,
2014 UU34,,N,
2014 UV34,,N,
2014 UX34,,N,
2014 UF56,,N,
2014 UG56,,N,
2014 UH56,,N,
2014 UQ56,,Y,
2014 UR56,,N,
2014 US56,,N,
2014 UT56,,N,
2014 UU56,,N,
2014 UV56,,N,
2014 UW56,,N,
2014 UX56,,N,
2014 UY56,,N,
2014 UZ56,,N,
2014 UA57,,N,
2014 UD57,,N,
2014 UE57,,N,
2014 UG57,,N,
2014 UH57,,N,
2014 UJ57,,N,
2014 UV57,,N,
2014 UW57,,N,
2014 UX57,,N,
2014 UY57,,N,
2014 UZ57,,N,
2014 UA58,,N,
2014 UB58,,N,
2014 UC58,,N,
2014 UK114,,N,
2014 UM114,,N,
2014 UN114,,N,
2014 UQ114,,N,
2014 UR114,,N,
2014 UW114,,N,
2014 UC115,,N,
2014 UD115,,N,
2014 UE115,,N,
2014 UF115,,N,
2014 UG115,,N,
2014 UH115,,N,
2014 UJ115,,N,
2014 UK115,,N,
2014 UL115,,N,
2014 UM115,,N,
2014 US115,,N,
2014 UV115,,N,
2014 UR116,,Y,
2014 UT116,,N,
2014 UU116,,N,
2014 UV116,,N,
2014 UX116,,N,
2014 UZ116,,N,
2014 UH175,,N,
2014 UJ175,,N,
2014 UK175,,N,
2014 UL175,,N,
2014 UM175,,N,
2014 UY175,,N,
2014 UZ175,,N,
2014 UA176,,N,
2014 UB176,,N,
2014 UC176,,N,
2014 UD176,,N,
2014 UE176,,N,
2014 UF176,,N,
2014 UG176,,N,0.421
2014 UL191,,N,
2014 UP191,,N,
2014 UZ191,,N,
2014 UA192,,N,
2014 UB192,,N,
2014 UC192,,N,
2014 UD192,,N,
2014 UE192,,N,
2014 UF192,,N,
2014 UG192,,N,
2014 UJ192,,N,
2014 UL192,,N,
2014 UM192,,N,
2014 UR192,,N,
2014 UT192,,N,
2014 UU192,,N,
2014 UC206,,N,
2014 UF206,,N,1.387
2014 UH210,,N,0.404
2014 UV210,,N,
2014 VA,,N,
2014 VM,,N,
2014 VP,,N,
2014 VQ,,N,
2014 VU1,,N,
2014 VG2,,N,0.085
2014 VH2,,N,
2014 VL6,,Y,0.242
2014 VN6,,N,
2014 VT6,,N,
2014 VU6,,N,
2014 VV6,,N,
2014 VC10,,N,
2014 VG10,,N,
2014 VP35,,N,0.122
2014 WA,,N,
2014 WN4,,N,
2014 WO4,,N,
2014 WP4,,N,
2014 WW4,,N,
2014 WX4,,N,
2014 WY4,,N,
2014 WZ4,,N,
2014 WA5,,N,
2014 WC5,,N,
2014 WD6,,N,
2014 WE6,,N,
2014 WF6,,N,
2014 WG6,,N,
2014 WH6,,N,
2014 WJ6,,N,
2014 WL6,,N,0.198
2014 WR6,,N,
2014 WC7,,N,
2014 WD7,,Y,
2014 WE7,,N,
2014 WF7,,N,
2014 WH7,,N,
2014 WK7,,N,
2014 WL7,,N,
2014 WM7,,N,
2014 WO7,,N,
2014 WP7,,N,
2014 WQ7,,N,
2014 WR7,,N,
2014 WS7,,N,
2014 WN69,,N,
2014 WO69,,N,
2014 WQ69,,N,
2014 WR69,,N,
2014 WD70,,N,
2014 WG70,,N,
2014 WJ70,,N,2.923
2014 WX119,,N,
2014 WY119,,N,
2014 WD120,,N,
2014 WE120,,N,
2014 WW120,,N,
2014 WY120,,N,
2014 WZ120,,Y,0.297
2014 WE121,,N,
2014 WG121,,N,
2014 WF200,,N,
2014 WG200,,N,
2014 WU200,,N,
2014 WX200,,N,
2014 WY200,,N,
2014 WZ200,,N,
2014 WA201,,N,
2014 WB201,,N,
2014 WC201,,N,
2014 WD201,,Y,
2014 WF201,,N,
2014 WJ201,,N,
2014 WN201,,N,
2014 WO201,,N,
2014 WP201,,N,
2014 WQ201,,N,
2014 WW201,,N,
2014 WY201,,N,
2014 WN202,,N,
2014 WO202,,N,
2014 WP202,,N,
2014 WQ202,,N,
2014 WR202,,N,
2014 WS202,,N,
2014 WT202,,Y,
2014 WU202,,N,
2014 WV202,,N,
2014 WW202,,N,
2014 WX202,,N,
2014 WP362,,N,
2014 WQ362,,N,
2014 WR362,,N,
2014 WS362,,N,
2014 WT362,,N,
2014 WU362,,N,
2014 WY362,,N,
2014 WB363,,N,
2014 WT363,,N,
2014 WU363,,N,
2014 WV363,,Y,
2014 WW363,,N,
2014 WZ363,,N,
2014 WC364,,N,
2014 WF364,,N,
2014 WG364,,N,
2014 WP364,,N,
2014 WD365,,N,
2014 WE365,,Y,
2014 WG365,,Y,
2014 WJ365,,N,
2014 WK365,,N,
2014 WL365,,N,
2014 WM365,,N,
2014 WN365,,N,
2014 WO365,,N,
2014 WP365,,N,
2014 WR365,,N,
2014 WS365,,N,
2014 WT365,,N,
2014 WU365,,N,
2014 WV365,,N,
2014 WY365,,N,
2014 WZ365,,N,
2014 WA366,,N,
2014 WB366,,N,
2014 WC366,,N,
2014 WD366,,N,
2014 WR367,,Y,
2014 WK368,,Y,0.486
2014 WL368,,N,
2014 WM368,,N,
2014 WN368,,N,
2014 WP368,,N,
2014 WQ368,,N,
2014 WO371,,N,
2014 WP371,,N,
2014 WD497,,N,
2014 WE497,,N,
2014 WF497,,N,
2014 WG498,,N,
2014 XJ3,,Y,
2014 XK3,,N,
2014 XQ3,,N,
2014 XB6,,N,
2014 XK6,,N,
2014 XL6,,N,
2014 XS6,,N,
2014 XT6,,N,
2014 XU6,,N,
2014 XA7,,N,
2014 XL7,,Y,
2014 XM7,,N,
2014 XN7,,N,
2014 XO7,,N,
2014 XP7,,N,
2014 XQ7,,N,0.651
2014 XT7,,N,
2014 XX7,,N,1.198
2014 XC8,,N,
2014 XD8,,N,
2014 XF8,,N,
2014 XG8,,N,
2014 XL8,,N,
2014 XX31,,N,1.349
2014 XY31,,N,
2014 XD32,,N,
2014 XE32,,N,
2014 XF32,,N,
2014 XG32,,N,
2014 XN40,,N,
2014 YC,,N,
2014 YD,,N,
2014 YF,,N,
2014 YG,,N,
2014 YN,,N,
2014 YO,,N,
2014 YQ,,N,
2014 YR,,N,
2014 YS,,N,
2014 YD1,,N,
2014 YE1,,N,
2014 YQ8,,N,
2014 YY8,,Y,
2014 YZ8,,N,
2014 YA9,,N,
2014 YB9,,N,
2014 YC9,,N,
2014 YK9,,N,
2014 YM9,,N,
2014 YN9,,N,
2014 YO9,,N,
2014 YP9,,N,
2014 YQ9,,N,
2014 YT9,,N,
2014 YU9,,N,
2014 YV9,,N,
2014 YD14,,N,
2014 YE14,,N,
2014 YG14,,N,
2014 YH14,,N,
2014 YJ14,,N,2.443
2014 YK14,,N,
2014 YL14,,Y,0.355
2014 YR14,,N,
2014 YS14,,N,0.299
2014 YT14,,N,1.757
2014 YW14,,N,
2014 YA15,,N,
2014 YC15,,N,
2014 YD15,,N,
2014 YE15,,N,
2014 YP15,,N,
2014 YR15,,Y,
2014 YS15,,N,
2014 YT15,,N,
2014 YP34,,N,
2014 YQ34,,N,
2014 YS34,,Y,0.129
2014 YT34,,N,
2014 YU34,,N,
2014 YV34,,N,
2014 YW34,,Y,
2014 YC35,,N,
2014 YD35,,N,
2014 YE35,,N,
2014 YU41,,N,
2014 YZ41,,N,
2014 YA42,,N,
2014 YB42,,N,
2014 YC42,,N,
2014 YD42,,N,
2014 YE42,,N,
2014 YJ42,,N,
2014 YK42,,N,
2014 YL42,,N,
2014 YQ42,,N,
2014 YR43,,N,0.370
2014 YS43,,N,
2014 YU43,,N,
2014 YV43,,N,
2014 YY43,,N,
2014 YA44,,N,
2014 YJ44,,N,
2014 YP44,,N,
2014 YQ44,,N,
2014 YS50,,N,
2015 AB,,N,
2015 AH,,Y,
2015 AK1,,N,
2015 AW16,,N,
2015 AC17,,N,0.986
2015 AO43,,N,
2015 AP43,,N,
2015 AQ43,,N,
2015 AZ43,,N,
2015 AA44,,N,
2015 AB44,,N,
2015 AC44,,N,
2015 AD44,,N,
2015 AE44,,N,
2015 AF44,,N,
2015 AH44,,N,
2015 AJ44,,N,
2015 AM44,,N,
2015 AN44,,N,
2015 AP44,,N,
2015 AX44,,N,
2015 AZ44,,N,
2015 AA45,,N,
2015 AB45,,N,
2015 AC45,,N,
2015 AD45,,N,
2015 AE45,,N,
2015 AF45,,N,
2015 AJ45,,N,
2015 AK45,,N,
2015 AM45,,N,
2015 AN45,,N,
2015 AP45,,N,
2015 AQ45,,N,
2015 AR45,,Y,
2015 AS45,,N,
2015 AY245,,Y,0.374
2015 AA246,,N,
2015 AB246,,N,
2015 AC246,,N,
2015 AK280,,N,0.358
2015 BB,,N,
2015 BC,,N,
2015 BD,,N,
2015 BE,,N,
2015 BF,,N,
2015 BK,,N,
2015 BL,,N,
2015 BM,,N,
2015 BN,,N,
2015 BP,,N,
2015 BQ,,N,
2015 BW3,,N,
2015 BX3,,N,
2015 BY3,,N,
2015 BZ3,,N,
2015 BA4,,N,
2015 BB4,,N,
2015 BC4,,N,
2015 BD4,,N,
2015 BE4,,N,
2015 BF4,,N,
2015 BG4,,N,
2015 BK4,,N,
2015 BM4,,N,
2015 BP4,,N,
2015 BQ4,,N,
2015 BR4,,N,
2015 BS4,,Y,
2015 BT4,,N,
2015 BU4,,N,
2015 BV4,,N,
2015 BB92,,N,
2015 BC92,,N,
2015 BD92,,N,
2015 BE92,,N,
2015 BF92,,N,
2015 BG92,,N,
2015 BH92,,N,
2015 BJ92,,N,
2015 BW92,,N,
2015 BX92,,N,
2015 BA93,,N,
2015 BW310,,N,0.146
2015 BX310,,N,
2015 BZ310,,Y,
2015 BA311,,N,
2015 BB311,,N,
2015 BJ311,,N,
2015 BK311,,N,
2015 BL311,,Y,
2015 BN311,,Y,
2015 BO311,,N,
2015 BD509,,N,
2015 BK509,,N,
2015 BL509,,N,
2015 BM509,,N,
2015 BO509,,N,
2015 BP509,,N,
2015 BQ509,,N,
2015 BS509,,N,
2015 BX509,,N,
2015 BY509,,N,
2015 BJ510,,N,
2015 BK510,,N,
2015 BM510,,N,
2015 BO510,,N,
2015 BP510,,N,
2015 BQ510,,N,
2015 BR510,,N,
2015 BV510,,N,
2015 BW510,,N,
2015 BA511,,N,
2015 BB511,,N,
2015 BC511,,N,
2015 BD511,,N,
2015 BE511,,N,
2015 BF511,,N,
2015 BQ512,,N,
2015 BU512,,N,
2015 BW512,,N,
2015 BY512,,N,
2015 BA513,,N,
2015 BE513,,N,
2015 BP513,,N,
2015 BH514,,N,
2015 BJ514,,N,
2015 BL514,,N,
2015 BM514,,N,
2015 BR514,,N,
2015 BC515,,N,
2015 BD515,,N,
2015 BK515,,Y,
2015 BL515,,N,
2015 BM515,,N,
2015 BN515,,N,
2015 BO515,,N,
2015 BP515,,Y,
2015 BQ515,,N,
2015 BR515,,N,
2015 BT515,,N,
2015 BU515,,N,
2015 BV515,,N,
2015 BR516,,N,
2015 BS516,,N,
2015 BT516,,N,
2015 BW516,,N,
2015 BX516,,N,
2015 BY516,,N,0.349
2015 BC518,,N,
2015 BO519,,Y,
2015 BJ528,,N,
2015 CB,,N,
2015 CF,,N,
2015 CG,,N,
2015 CL,,N,
2015 CM,,N,
2015 CO,,N,
2015 CP,,N,
2015 CR,,N,
2015 CS,,N,
2015 CZ,,N,
2015 CA1,,N,
2015 CB1,,N,
2015 CC1,,N,
2015 CD1,,N,
2015 CE1,,N,
2015 CG1,,N,
2015 CH1,,N,
2015 CO3,,N,
2015 CP3,,N,
2015 CQ12,,N,
