pdes,name,pha,diameter
2015 CV12,,N,
2015 CW12,,N,
2015 CX12,,Y,0.184
2015 CY12,,N,
2015 CZ12,,N,
2015 CG13,,N,
2015 CH13,,N,
2015 CJ13,,N,
2015 CK13,,N,
2015 CL13,,N,
2015 CM13,,N,
2015 CN13,,N,
2015 CO13,,N,
2015 CP13,,N,0.384
2015 CQ13,,N,
2015 CT13,,N,
2015 CU13,,N,
2015 CV13,,Y,0.437
2015 CW13,,N,
2015 CX13,,N,
2015 CZ13,,Y,
2015 CA14,,N,
2015 CC14,,N,
2015 CZ39,,N,
2015 CA40,,N,
2015 CT58,,N,
2015 CU58,,N,
2015 CG62,,N,
2015 CN62,,N,
2015 DB,,N,
2015 DQ,,N,
2015 DR,,N,
2015 DS,,N,
2015 DT,,N,
2015 DU,,N,
2015 DB1,,Y,
2015 DC1,,N,
2015 DD1,,N,
2015 DE1,,N,
2015 DN53,,N,
2015 DO53,,N,
2015 DP53,,N,
2015 DS53,,N,
2015 DT53,,N,
2015 DY53,,N,
2015 DZ53,,N,
2015 DA54,,N,0.468
2015 DC54,,N,
2015 DD54,,N,
2015 DE54,,N,
2015 DC155,,N,
2015 DD155,,N,
2015 DH155,,Y,
2015 DJ155,,N,
2015 DK155,,N,
2015 DL155,,N,
2015 DM155,,N,
2015 DN155,,N,
2015 DO155,,N,
2015 DP155,,Y,
2015 DZ155,,N,
2015 DA156,,N,
2015 DB156,,N,
2015 DE176,,N,0.679
2015 DU180,,Y,0.435
2015 DV180,,N,
2015 DW180,,N,
2015 DX180,,N,
2015 DY180,,N,
2015 DZ180,,N,
2015 DA181,,N,
2015 DZ197,,N,
2015 DD198,,N,
2015 DF198,,N,
2015 DG198,,N,
2015 DH198,,N,
2015 DJ198,,N,
2015 DS198,,N,
2015 DT198,,N,
2015 DU198,,N,
2015 DV198,,N,
2015 DX198,,N,0.349
2015 DY198,,N,
2015 DZ198,,N,
2015 DB199,,N,
2015 DC199,,N,
2015 DD199,,N,
2015 DZ199,,N,
2015 DA200,,N,
2015 DB200,,N,
2015 DC200,,Y,
2015 DD200,,N,
2015 DE200,,N,
2015 DF200,,N,
2015 DG200,,N,
2015 DK200,,N,
2015 DJ215,,N,
2015 DL215,,N,
2015 DM215,,N,
2015 DN215,,Y,0.535
2015 DO215,,N,
2015 DR215,,Y,
2015 DW215,,N,
2015 DO223,,N,
2015 DU223,,N,
2015 DN224,,N,
2015 DO224,,N,
2015 DQ224,,N,
2015 EF,,N,
2015 EG,,N,
2015 EJ,,N,
2015 EK,,N,
2015 EN,,N,
2015 EO,,N,
2015 EP,,N,
2015 EQ,,N,
2015 ER,,N,
2015 ET,,N,
2015 EU,,N,
2015 EV,,N,
2015 EW,,N,
2015 EX,,N,
2015 EY,,N,
2015 ET3,,N,
2015 ES5,,N,
2015 EO6,,N,
2015 EZ6,,N,
2015 EA7,,N,
2015 EB7,,N,
2015 EC7,,N,
2015 ED7,,N,0.313
2015 EE7,,N,0.294
2015 EF7,,N,
2015 EG7,,N,
2015 EK7,,Y,
2015 EL7,,N,
2015 EN7,,N,
2015 EO7,,N,
2015 EP7,,N,
2015 EQ7,,N,
2015 EO61,,Y,
2015 FB,,N,
2015 FC,,N,
2015 FD,,N,
2015 FE,,N,
2015 FF,,N,
2015 FJ,,Y,
2015 FK,,N,
2015 FL,,Y,0.232
2015 FM,,N,
2015 FP,,N,
2015 FQ,,N,
2015 FS,,N,
2015 FE33,,N,
2015 FM33,,N,
2015 FN33,,N,
2015 FO33,,N,
2015 FP33,,N,
2015 FQ33,,N,
2015 FR33,,N,
2015 FS33,,N,0.066
2015 FT33,,N,
2015 FU33,,N,
2015 FV33,,N,
2015 FW33,,N,
2015 FX33,,N,
2015 FY33,,N,
2015 FZ33,,N,
2015 FA34,,N,
2015 FB34,,N,
2015 FC34,,N,
2015 FM34,,N,
2015 FN34,,N,
2015 FO34,,N,
2015 FP34,,N,
2015 FA35,,N,
2015 FB35,,N,
2015 FC35,,N,
2015 FD35,,N,
2015 FE35,,N,
2015 FF35,,Y,
2015 FG35,,N,
2015 FH35,,N,
2015 FJ35,,N,
2015 FK35,,N,
2015 FL35,,N,
2015 FM35,,N,
2015 FN35,,N,
2015 FP35,,N,
2015 FQ35,,N,
2015 FW35,,N,
2015 FX35,,N,
2015 FY35,,N,
2015 FZ35,,N,0.636
2015 FA36,,N,
2015 FB36,,N,
2015 FC36,,N,
2015 FD36,,N,
2015 FE36,,N,
2015 FF36,,N,
2015 FG36,,N,
2015 FK36,,N,
2015 FN36,,N,
2015 FO36,,N,
2015 FE37,,N,
2015 FF37,,N,
2015 FG37,,N,
2015 FH37,,N,
2015 FJ37,,N,
2015 FA117,,N,
2015 FC117,,N,
2015 FQ117,,Y,
2015 FR117,,N,
2015 FS117,,Y,
2015 FT117,,N,
2015 FU117,,N,
2015 FV117,,N,
2015 FW117,,N,
2015 FX117,,N,
2015 FY117,,N,0.544
2015 FA118,,N,
2015 FB118,,N,
2015 FC118,,N,
2015 FM118,,N,
2015 FN118,,Y,
2015 FQ118,,N,
2015 FS118,,N,
2015 FT118,,Y,
2015 FV118,,N,
2015 FE120,,Y,
2015 FF120,,N,
2015 FG120,,N,
2015 FJ120,,N,
2015 FK120,,N,
2015 FL120,,N,
2015 FM120,,N,
2015 FN120,,N,0.064
2015 FO124,,N,
2015 FP124,,N,
2015 FD134,,N,
2015 FU284,,N,
2015 FV284,,Y,
2015 FW284,,N,
2015 FX284,,N,
2015 FY284,,N,
2015 FZ284,,N,
2015 FA285,,N,
2015 FK290,,N,
2015 FL290,,N,
2015 FP332,,N,
2015 FQ332,,N,
2015 FS332,,Y,
2015 FU332,,N,0.944
2015 FA341,,N,
2015 FC341,,N,
2015 FD341,,N,1.248
2015 FT344,,N,0.753
2015 FU344,,N,
2015 FV344,,N,
2015 FZ344,,N,
2015 FA345,,N,
2015 FB345,,N,
2015 FC345,,N,
2015 FE345,,N,
2015 FD415,,N,
2015 FR432,,N,
2015 GF,,N,
2015 GJ,,N,
2015 GK,,N,
2015 GL,,N,
2015 GR,,N,
2015 GS,,Y,0.262
2015 GU,,N,
2015 GV,,N,
2015 GW,,N,
2015 GY,,Y,0.143
2015 GZ,,N,
2015 GA1,,N,
2015 GB1,,N,
2015 GE1,,N,
2015 GF1,,N,
2015 GG1,,N,
2015 GX5,,N,
2015 GY5,,N,
2015 GZ5,,N,
2015 GA6,,N,
2015 GB6,,N,
2015 GW12,,N,
2015 GX12,,N,
2015 GY12,,N,
2015 GZ12,,N,
2015 GJ13,,N,
2015 GK13,,N,
2015 GL13,,N,
2015 GR13,,N,
2015 GS13,,N,
2015 GZ13,,Y,
2015 GA14,,N,
2015 GB14,,N,
2015 GC14,,N,
2015 GF27,,N,
2015 GJ46,,N,
2015 GK50,,N,0.660
2015 HB,,N,
2015 HG,,N,
2015 HH,,N,
2015 HJ,,N,
2015 HK,,N,
2015 HW,,N,
2015 HY,,N,
2015 HZ,,N,
2015 HA1,,N,
2015 HB1,,N,
2015 HC1,,N,
2015 HD1,,N,
2015 HE1,,N,
2015 HF1,,N,0.108
2015 HG1,,N,
2015 HL1,,N,
2015 HM1,,N,
2015 HN1,,N,
2015 HO1,,N,
2015 HP1,,N,
2015 HQ1,,N,
2015 HR1,,N,
2015 HS1,,N,
2015 HB9,,N,
2015 HF9,,N,
2015 HG9,,N,
2015 HH9,,N,
2015 HJ9,,N,
2015 HN9,,N,
2015 HQ9,,N,
2015 HR9,,N,
2015 HT9,,N,
2015 HU9,,N,
2015 HW9,,N,
2015 HA10,,N,
2015 HB10,,Y,
2015 HD10,,N,
2015 HE10,,N,
2015 HG10,,N,
2015 HH10,,N,
2015 HJ10,,N,
2015 HK10,,N,
2015 HL10,,N,
2015 HM10,,N,
2015 HN10,,N,
2015 HO10,,N,
2015 HP10,,N,
2015 HQ10,,N,
2015 HS10,,N,
2015 HT10,,N,
2015 HU10,,N,
2015 HW10,,N,
2015 HF11,,N,1.115
2015 HG11,,N,
2015 HH11,,N,
2015 HQ11,,N,
2015 HR11,,Y,
2015 HS11,,N,
2015 HV11,,N,
2015 HW11,,N,
2015 HP43,,N,
2015 HQ43,,N,
2015 HR43,,N,
2015 HO116,,N,
2015 HU116,,N,
2015 HV116,,N,
2015 HX116,,N,
2015 HY116,,Y,
2015 HZ116,,N,
2015 HA117,,N,
2015 HB117,,N,
2015 HC117,,N,
2015 HN117,,N,
2015 HE170,,N,
2015 HF170,,N,
2015 HG170,,N,
2015 HL171,,N,
2015 HP171,,N,
2015 HQ171,,N,
2015 HU171,,N,0.108
2015 HV171,,N,
2015 HX176,,Y,
2015 HY176,,N,
2015 HZ176,,N,
2015 HA177,,N,
2015 HB177,,N,
2015 HX181,,N,0.078
2015 HZ181,,N,
2015 HC182,,N,
2015 HG182,,N,
2015 HJ182,,N,
2015 HK182,,N,
2015 HL182,,N,
2015 HM182,,N,
2015 HN182,,N,
2015 HO182,,N,
2015 HP182,,N,
2015 HQ182,,N,
2015 HR182,,N,
2015 HS182,,N,
2015 HT182,,N,
2015 HU182,,N,
2015 HV182,,Y,
2015 HW182,,N,
2015 HX182,,N,
2015 HY182,,N,
2015 HZ182,,N,
2015 HA183,,N,
2015 HC183,,N,
2015 HD183,,N,
2015 HE183,,N,
2015 JD,,N,
2015 JF,,N,
2015 JJ,,N,
2015 JP,,N,
2015 JQ,,N,
2015 JR,,N,
2015 JV,,Y,
2015 JW,,N,
2015 JB1,,N,
2015 JC1,,N,
2015 JD1,,Y,
2015 JF1,,N,
2015 JG1,,N,
2015 JN1,,N,
2015 JO1,,N,
2015 JP1,,N,
2015 JQ1,,N,
2015 JR1,,N,
2015 JY1,,Y,
2015 JZ1,,N,
2015 JC2,,N,0.382
2015 JD2,,N,
2015 JG2,,N,
2015 JH2,,N,
2015 JJ2,,N,
2015 JD3,,N,
2015 JE11,,N,
2015 JF11,,N,0.170
2015 KA,,N,
2015 KE,,N,
2015 KF,,N,
2015 KG,,N,
2015 KH,,N,
2015 KJ,,N,
2015 KK,,N,
2015 KM18,,N,
2015 KN18,,N,
2015 KP18,,N,
2015 KQ18,,N,
2015 KS18,,N,
2015 KU18,,N,
2015 KV18,,N,
2015 KB19,,Y,
2015 KC19,,N,
2015 KE19,,N,
2015 KF19,,N,
2015 KG19,,N,
2015 KH19,,N,
2015 KJ19,,N,
2015 KD23,,N,
2015 KE23,,N,
2015 KT56,,N,
2015 KV56,,N,
2015 KW56,,N,
2015 KX56,,N,
2015 KY56,,N,
2015 KZ56,,N,
2015 KA57,,N,
2015 KB57,,N,
2015 KC57,,N,
2015 KD57,,N,
2015 KE57,,N,
2015 KK57,,N,
2015 KL57,,N,
2015 KM57,,N,
2015 KN57,,N,
2015 KO57,,N,
2015 KP57,,N,
2015 KQ57,,N,
2015 KR57,,N,
2015 KS57,,N,
2015 KT57,,N,
2015 KK120,,N,
2015 KL120,,N,
2015 KM120,,N,
2015 KO120,,N,
2015 KP120,,N,
2015 KQ120,,N,
2015 KR120,,N,
2015 KS120,,N,
2015 KT120,,N,
2015 KU120,,N,
2015 KV120,,N,
2015 KW120,,N,
2015 KQ121,,N,
2015 KR121,,N,
2015 KS121,,N,
2015 KT121,,N,
2015 KU121,,N,
2015 KV121,,N,
2015 KW121,,N,
2015 KX121,,N,
2015 KZ121,,N,
2015 KA122,,N,
2015 KJ122,,Y,
2015 KK122,,N,
2015 KL122,,N,
2015 KM122,,N,
2015 KN122,,N,0.342
2015 KO122,,N,
2015 KP122,,N,
2015 KG154,,N,
2015 KQ154,,N,
2015 KR154,,N,
2015 KS154,,N,
2015 KT154,,N,
2015 KU154,,N,
2015 KX156,,N,
2015 KH157,,Y,0.582
2015 KJ157,,N,
2015 KL157,,Y,1.288
2015 KO157,,N,
2015 KP157,,N,
2015 KQ157,,N,
2015 KR157,,N,
2015 KS157,,N,
2015 KT157,,N,
2015 KU157,,N,
2015 KV157,,N,
2015 KW157,,N,
2015 KX157,,N,
2015 KY157,,N,
2015 KZ157,,N,
2015 KA158,,N,
2015 KB158,,N,
2015 KC158,,N,
2015 KD158,,N,
2015 KE158,,N,
2015 KF158,,N,
2015 KG158,,N,
2015 KH158,,N,
2015 KH160,,N,
2015 KJ160,,N,
2015 LF,,N,
2015 LG,,N,
2015 LH,,N,
2015 LJ,,N,
2015 LK,,N,
2015 LA2,,N,
2015 LH2,,N,
2015 LY13,,N,
2015 LF14,,N,
2015 LG14,,N,
2015 LH14,,N,
2015 LC21,,N,
2015 LE21,,N,
2015 LF21,,N,
2015 LG21,,N,
2015 LK21,,N,
2015 LL21,,N,0.374
2015 LM21,,N,0.066
2015 LN21,,N,
2015 LO21,,N,
2015 LP21,,N,
2015 LQ21,,N,
2015 LR21,,N,
2015 LH24,,N,
2015 LJ24,,N,
2015 LK24,,Y,0.306
2015 LL24,,N,
2015 LM24,,N,
2015 LS24,,N,
2015 LT24,,N,
2015 LU24,,N,
2015 LV24,,N,
2015 LU38,,N,
2015 LA40,,N,
2015 LB40,,N,
2015 LP46,,N,
2015 MA,,N,
2015 MC,,N,
2015 MP1,,N,
2015 MN11,,N,
2015 MO11,,N,
2015 MN44,,N,
2015 MV53,,N,
2015 MW53,,Y,
2015 MX53,,N,
2015 MY53,,N,
2015 MZ53,,N,
2015 MA54,,N,
2015 MB54,,N,
2015 MC54,,N,
2015 MS59,,N,
2015 MT59,,N,
2015 MU59,,N,
2015 MF60,,N,
2015 MN66,,N,
2015 MO66,,N,
2015 MP66,,N,
2015 MO89,,N,
2015 MF95,,N,
2015 MT96,,Y,
2015 MQ101,,N,
2015 MX103,,N,
2015 ME116,,N,
2015 MG116,,Y,
2015 MM116,,N,
2015 MN116,,N,0.394
2015 MO116,,N,
2015 MQ116,,N,
2015 MJ130,,N,
2015 MO130,,N,
2015 MQ130,,N,0.360
2015 MW130,,N,
2015 MZ130,,N,
2015 MA131,,N,
2015 MC131,,N,
2015 MD131,,N,
2015 ME131,,N,
2015 NF,,N,
2015 NR2,,N,
2015 NT2,,N,
2015 NU2,,Y,
2015 ND3,,N,
2015 NG3,,N,
2015 NH3,,N,
2015 NJ3,,Y,
2015 NK3,,N,
2015 NL3,,N,
2015 NW9,,N,
2015 NY9,,N,
2015 NG13,,N,
2015 NK13,,Y,
2015 NP13,,N,
2015 NS13,,N,
2015 NU13,,Y,
2015 NV13,,N,
2015 NY13,,N,
2015 NZ13,,Y,0.258
2015 NA14,,N,0.091
2015 NB14,,N,
2015 NZ22,,N,
2015 NJ24,,N,
2015 NV28,,N,
2015 OH,,N,
2015 OM,,N,
2015 ON,,N,
2015 OO,,N,
2015 OV,,N,
2015 OM21,,N,
2015 OQ21,,N,
2015 OR21,,N,
2015 OA22,,N,1.184
2015 OB22,,N,
2015 OC22,,Y,
2015 OD22,,N,
2015 OF22,,N,
2015 OH22,,N,
2015 OJ22,,N,
2015 ON22,,N,
2015 OA26,,N,
2015 OB26,,N,
2015 OF26,,N,
2015 OH26,,N,
2015 OL35,,Y,
2015 OM35,,N,
2015 OO35,,N,
2015 OS35,,N,1.417
2015 OR78,,N,
2015 OS78,,N,
2015 OT78,,N,
2015 OU78,,N,
2015 OX78,,N,
2015 OZ78,,N,
2015 OB79,,N,
2015 OC79,,N,
2015 OO79,,N,
2015 OQ79,,N,
2015 OS79,,N,
2015 OT79,,N,
2015 PC,,N,1.266
2015 PD,,N,0.620
2015 PK,,N,
2015 PL,,N,
2015 PM,,Y,
2015 PQ,,N,
2015 PR,,N,
2015 PS,,N,
2015 PK9,,N,
2015 PL9,,N,
2015 PP56,,N,
2015 PQ56,,N,
2015 PR56,,N,
2015 PS56,,N,
2015 PU56,,N,
2015 PV56,,N,
2015 PW56,,N,
2015 PZ56,,N,
2015 PA57,,N,
2015 PK57,,N,0.075
2015 PL57,,N,
2015 PM57,,N,0.585
2015 PN57,,N,
2015 PP57,,N,
2015 PS57,,N,
2015 PP227,,N,
2015 PQ227,,N,
2015 PS227,,N,
2015 PT227,,N,
2015 PU227,,N,
2015 PV227,,N,
2015 PW227,,N,
2015 PC228,,N,
2015 PD228,,N,
2015 PG228,,N,
2015 PR228,,Y,
2015 PS228,,N,
2015 PU228,,Y,0.328
2015 PV228,,N,
2015 PZ228,,N,
2015 PA229,,N,
2015 PC229,,N,
2015 PF229,,N,
2015 PL229,,N,
2015 PP291,,N,0.439
2015 PL307,,N,
2015 PM307,,Y,
2015 PN307,,N,
2015 PE312,,N,
2015 QA,,N,
2015 QB,,N,
2015 QE,,N,
2015 QG,,N,0.132
2015 QH,,N,
2015 QJ,,N,
2015 QK,,N,
2015 QH3,,N,
2015 QJ3,,N,
2015 QM3,,N,0.267
2015 QN3,,N,
2015 QO3,,Y,
2015 QP3,,N,
2015 QQ3,,N,
2015 QR3,,N,
2015 QT3,,N,
2015 QS8,,N,
2015 QT8,,N,
2015 QU8,,N,
2015 QV8,,N,
2015 QW8,,N,
2015 QX8,,N,
2015 QY8,,N,
2015 QA9,,N,
2015 QB9,,N,
2015 QD9,,N,
2015 QF9,,N,
2015 QK9,,N,
2015 QT9,,N,
2015 RC,,N,
2015 RD,,N,
2015 RS1,,N,
2015 RT1,,N,
2015 RU1,,N,
2015 RV1,,N,
2015 RA2,,N,
2015 RB2,,N,
2015 RC2,,N,
2015 RD2,,N,
2015 RE2,,N,
2015 RG2,,N,
2015 RH2,,Y,
2015 RL2,,N,
2015 RP2,,N,
2015 RQ2,,N,
2015 RR2,,N,
2015 RV2,,N,
2015 RW2,,N,
2015 RX2,,N,
2015 RY2,,N,
2015 RJ35,,N,
2015 RK35,,N,
2015 RL35,,N,
2015 RN35,,N,
2015 RO35,,N,
2015 RQ35,,N,
2015 RS35,,N,
2015 RV35,,N,
2015 RW35,,N,
2015 RX35,,N,
2015 RY35,,N,
2015 RZ35,,N,
2015 RA36,,Y,
2015 RB36,,N,
2015 RC36,,N,
2015 RD36,,N,
2015 RE36,,N,
2015 RF36,,N,
2015 RG36,,N,
2015 RH36,,N,
2015 RO36,,N,
2015 RQ36,,N,
2015 RU36,,N,
2015 RV36,,N,
2015 RW36,,N,
2015 RZ36,,N,
2015 RB37,,N,
2015 RC37,,N,
2015 RD37,,N,
2015 RJ37,,N,
2015 RK37,,N,
2015 RB82,,N,
2015 RK82,,N,
2015 RM82,,N,
2015 RN82,,N,
2015 RO82,,N,
2015 RP82,,Y,
2015 RQ82,,N,
2015 RR82,,N,
2015 RS82,,N,
2015 RT82,,N,
2015 RW82,,N,
2015 RX82,,N,
2015 RY82,,N,
2015 RA83,,N,
2015 RE83,,N,
2015 RF83,,N,
2015 RG83,,N,
2015 RH83,,N,
2015 RJ83,,N,
2015 RK83,,N,
2015 RL83,,N,
2015 RM83,,N,
2015 RN83,,N,
2015 RO83,,N,
2015 RQ83,,N,
2015 RR83,,N,
2015 RS83,,N,0.474
2015 RV83,,N,
2015 RW83,,N,
2015 RX83,,N,
2015 RY83,,N,
2015 RP109,,N,
2015 RQ150,,N,
2015 RR150,,Y,0.343
2015 RU178,,N,
2015 SA,,N,
2015 SB,,N,
2015 SC,,N,
2015 SD,,N,
2015 SE,,N,
2015 SF,,N,
2015 SG,,N,
2015 SH,,N,
2015 SM,,N,
2015 SR,,N,
2015 SS,,N,
2015 ST,,N,
2015 SU,,N,
2015 SY,,N,
2015 SZ,,N,
2015 SO2,,N,
2015 SP2,,N,
2015 SS2,,N,
2015 SV2,,N,
2015 SY2,,N,
2015 SZ2,,N,
2015 SR6,,N,
2015 ST6,,N,
2015 SV6,,N,
2015 SW6,,N,
2015 SJ7,,N,
2015 SK7,,N,
2015 SU16,,N,
2015 SY16,,Y,
2015 SZ16,,N,
2015 SC17,,N,
2015 SJ17,,N,
2015 SF20,,N,0.398
2015 SS20,,N,0.256
2015 TA,,N,
2015 TB,,N,
2015 TC,,N,
2015 TD,,N,
2015 TE,,N,0.156
2015 TF,,N,
2015 TG,,N,
2015 TH,,N,
2015 TJ,,N,
2015 TK,,N,
2015 TL,,N,
2015 TR,,N,
2015 TB1,,N,
2015 TH1,,N,
2015 TJ1,,N,
2015 TK1,,N,
2015 TL20,,N,
2015 TU20,,N,
2015 TJ21,,N,
2015 TK21,,N,
2015 TL21,,N,
2015 TM21,,N,
2015 TN21,,N,
2015 TP21,,N,
2015 TQ21,,N,
2015 TP23,,N,
2015 TB24,,N,
2015 TC24,,N,
2015 TD24,,N,
2015 TG24,,N,
2015 TH24,,N,
2015 TX24,,Y,0.252
2015 TY24,,N,
2015 TZ24,,N,
2015 TA25,,N,
2015 TB25,,N,
2015 TC25,,N,
2015 TK143,,N,
2015 TL143,,N,
2015 TM143,,N,
2015 TW143,,N,
2015 TX143,,N,
2015 TY143,,N,
2015 TZ143,,N,
2015 TC144,,N,
2015 TD144,,N,
2015 TG144,,N,
2015 TH144,,N,
2015 TV144,,Y,
2015 TW144,,N,
2015 TX144,,N,
2015 TY144,,N,
2015 TZ144,,N,
2015 TA145,,N,
2015 TB145,,Y,
2015 TC145,,N,
2015 TD145,,N,
2015 TE145,,N,
2015 TF145,,N,
2015 TG145,,N,
2015 TH145,,Y,
2015 TL145,,N,
2015 TM145,,N,
2015 TN145,,N,
2015 TK178,,Y,
2015 TL178,,Y,
2015 TM178,,N,
2015 TO178,,N,
2015 TP178,,N,
2015 TR178,,Y,
2015 TS178,,N,
2015 TT178,,N,
2015 TU178,,N,
2015 TW178,,N,
2015 TX178,,N,
2015 TY178,,N,
2015 TZ178,,N,
2015 TA179,,N,
2015 TB179,,N,
2015 TC179,,N,
2015 TD179,,N,
2015 TF202,,N,
2015 TA206,,N,
2015 TK237,,N,0.233
2015 TL237,,N,
2015 TM237,,Y,
2015 TN237,,N,
2015 TO237,,N,
2015 TQ237,,N,
2015 TR237,,N,
2015 TS237,,N,
2015 TT237,,N,
2015 TU237,,N,
2015 TV237,,N,
2015 TW237,,N,
2015 TX237,,N,
2015 TY237,,Y,
2015 TZ237,,N,
2015 TA238,,N,
2015 TG238,,N,
2015 TH238,,N,
2015 TJ238,,N,
2015 TK238,,Y,0.076
2015 TL238,,N,
2015 TM238,,N,
2015 TR238,,N,
2015 TS238,,N,
2015 TT238,,N,
2015 TD323,,Y,0.332
2015 TE323,,Y,
2015 TG323,,N,
2015 TH323,,N,
2015 TV346,,N,
2015 TX346,,N,
2015 TT351,,N,
2015 UC,,N,
2015 UF,,N,
2015 UG,,N,
2015 UH,,N,
2015 UK,,N,
2015 UG51,,N,
2015 UH51,,N,
2015 UJ51,,N,
2015 UK51,,N,
2015 UR51,,Y,
2015 US51,,N,
2015 UT51,,N,
2015 UA52,,N,
2015 UH52,,N,
2015 UK52,,Y,0.213
2015 UL52,,N,
2015 UM52,,N,
2015 UT52,,N,
2015 UY66,,N,
2015 UC67,,N,
2015 UE67,,N,
2015 UG67,,N,
2015 UR67,,N,
2015 UW67,,N,
2015 US81,,N,
2015 VE,,N,
2015 VV,,N,
2015 VW,,N,
2015 VX,,N,
2015 VY,,N,
2015 VZ,,N,
2015 VA1,,N,
2015 VB1,,N,
2015 VC1,,N,
2015 VD1,,N,
2015 VE1,,Y,0.139
2015 VF1,,N,0.072
2015 VG1,,N,
2015 VH1,,N,
2015 VJ1,,N,
2015 VK1,,N,
2015 VR1,,N,
2015 VW1,,N,
2015 VX1,,N,
2015 VY1,,N,
2015 VZ1,,N,
2015 VA2,,N,
2015 VB2,,N,
2015 VC2,,N,
2015 VD2,,N,
2015 VH2,,N,
2015 VJ2,,N,
2015 VS2,,N,
2015 VU2,,N,
2015 VV2,,N,
2015 VX2,,N,
2015 VY2,,N,
2015 VZ2,,N,
2015 VA3,,N,
2015 VB3,,N,
2015 VG64,,N,
2015 VH64,,N,
2015 VJ64,,N,
2015 VK64,,N,
2015 VL64,,N,
2015 VM64,,N,
2015 VN64,,N,
2015 VO64,,N,
2015 VP64,,N,
2015 VQ64,,N,
2015 VR64,,N,
2015 VS64,,N,
2015 VT64,,N,
2015 VU64,,N,
2015 VA65,,N,
2015 VB65,,N,0.049
2015 VC65,,N,
2015 VD65,,N,
2015 VE65,,N,
2015 VF65,,N,
2015 VG65,,N,
2015 VH65,,N,
2015 VJ65,,N,
2015 VQ65,,N,
2015 VR65,,N,
2015 VT65,,N,
2015 VU65,,N,0.047
2015 VV65,,N,
2015 VC66,,N,
2015 VD66,,N,
2015 VE66,,N,
2015 VF66,,N,
2015 VG66,,N,
2015 VH66,,N,
2015 VJ66,,N,
2015 VN66,,N,
2015 VP66,,N,
2015 VB105,,N,
2015 VC105,,N,
2015 VD105,,N,
2015 VE105,,N,
2015 VG105,,N,
2015 VJ105,,N,
2015 VK105,,N,
2015 VL105,,N,
2015 VM105,,N,
2015 VN105,,N,
2015 VO105,,N,
2015 VP105,,N,
2015 VQ105,,N,
2015 VV105,,N,
2015 VW105,,N,
2015 VX105,,N,
2015 VY105,,N,
2015 VA106,,N,
2015 VB106,,N,
2015 VC106,,N,
2015 VD106,,N,
2015 VE106,,N,
2015 VF106,,N,
2015 VK142,,N,
2015 VL142,,N,
2015 VM142,,N,
2015 VO142,,N,
2015 VP142,,N,
2015 VT142,,N,
2015 VU142,,N,
2015 VV142,,N,
2015 VZ145,,N,0.157
2015 VE146,,N,
2015 VF150,,N,
2015 VG150,,N,
2015 VY150,,N,
2015 VA185,,N,
2015 WF,,N,
2015 WG,,N,
2015 WK,,N,
2015 WA1,,N,
2015 WB1,,N,
2015 WC1,,N,
2015 WN1,,N,
2015 WO1,,N,
2015 WP1,,N,
2015 WR1,,N,
2015 WT1,,N,
2015 WU1,,N,
2015 WW1,,N,
2015 WX1,,N,
2015 WY1,,N,
2015 WZ1,,N,
2015 WA2,,Y,
2015 WD2,,N,
2015 WE2,,N,
2015 WG2,,N,
2015 WH2,,N,
2015 WJ2,,N,
2015 WN2,,N,
2015 WO2,,N,
2015 WP2,,N,
2015 WQ2,,N,
2015 WF9,,N,
2015 WG9,,Y,0.480
2015 WV12,,N,
2015 WZ12,,N,
2015 WA13,,N,
2015 WB13,,N,
2015 WC13,,N,0.882
2015 WE13,,N,
2015 WF13,,N,
2015 WG13,,N,
2015 WH13,,N,1.403
2015 WM16,,N,0.392
2015 XA,,N,
2015 XB,,N,
2015 XC,,N,
2015 XE,,N,0.048
2015 XF,,N,
2015 XM,,N,
2015 XN,,N,
2015 XO,,N,
2015 XP,,N,
2015 XT,,N,
2015 XC1,,N,
2015 XD1,,N,0.201
2015 XE1,,N,
2015 XF1,,N,
2015 XG1,,N,
2015 XH1,,N,
2015 XJ1,,N,
2015 XK1,,N,0.350
2015 XL1,,N,
2015 XQ1,,N,
2015 XR1,,N,
2015 XS1,,N,
2015 XT1,,N,
2015 XU1,,N,
2015 XV1,,N,
2015 XW1,,N,
2015 XZ1,,N,
2015 XB2,,N,
2015 XP54,,N,
2015 XE55,,N,
2015 XF55,,N,
2015 XG55,,N,
2015 XH55,,N,
2015 XJ55,,N,
2015 XK55,,N,
2015 XL55,,N,
2015 XM55,,N,
2015 XN55,,N,
2015 XO55,,N,
2015 XP55,,N,
2015 XQ55,,N,
2015 XR55,,N,
2015 XB128,,N,
2015 XL128,,N,0.492
2015 XM128,,N,
2015 XN128,,N,
2015 XO128,,N,
2015 XP128,,N,
2015 XQ128,,N,
2015 XR128,,N,0.470
2015 XT128,,N,
2015 XW128,,N,
2015 XX128,,N,
2015 XM129,,N,
2015 XN129,,N,
2015 XO129,,N,0.060
2015 XP129,,Y,
2015 XQ129,,N,
2015 XS129,,N,
2015 XT129,,N,
2015 XU129,,N,
2015 XV129,,N,
2015 XW129,,N,
2015 XX129,,N,
2015 XB130,,N,0.335
2015 XC130,,N,
2015 XD130,,Y,0.936
2015 XS168,,N,
2015 XT168,,N,
2015 XU168,,N,
2015 XV168,,N,
2015 XW168,,N,
2015 XX168,,N,
